date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
02/19/2024,Front Squat,4 Front Squat @70-75% 1RM Front Squat4 Front Squat @70-75% 1RM Front Squat4 Front Squat @70-75% 1RM Front Squat4 Front Squat @70-75% 1RM Front Squat*2 Sec pause in the bottom of the squat after the first rep.*Rest 2-3 min after each set.,165,165,Load,Front Squat,"[{""success"":true,""load"":105},{""success"":true,""load"":125},{""success"":true,""load"":145},{""success"":true,""load"":165}]",,RX,
02/19/2024,Brandon Lake (45-54),2 Rounds through the following:AMRAP 3 Minutes500/400m SkiMax Bar Muscle Ups-rest 1 Minute-AMRAP 3 Minutes35/28 Calorie Assault Bike (OR 28/22 Calorie Echo Bike)Max Burpee Box Jump Over (24/20)-rest 1 Minute-AMRAP 3 Minutes500/400m RowMax Pistols-rest 1 Minute-AMRAP 3 Minutes1000/800m C2 BikeMax Handstand Push Ups-rest 1 Minute-*No additional rest between rounds.,58,58,Reps,,"[{""reps"":8},{""reps"":6},{""reps"":8},{""reps"":10},{""reps"":10},{""reps"":0},{""reps"":6},{""reps"":10}]",,SCALED,
02/20/2024,Strict Press + Push Press,"5 Strict Press + 5 Push Press @65-70% of each 1RM5 Strict Press + 5 Push Press @65-70% of each 1RM5 Strict Press + 5 Push Press @65-70% of each 1RM5 Strict Press + 5 Push Press @65-70% of each 1RM5 Strict Press + 5 Push Press @65-70% of each 1RM*Rest 1 Min between sets.*Use 2 separate bars, if possible, to allow for each separate weight and quick transition**Score Push Press weights in the notes.",165,165,Load,Shoulder Press,"[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":165}]",,RX,
02/20/2024,Supinated Bent Over Barbell Row,10 Supinated Bent Over Barbell Row10 Supinated Bent Over Barbell Row10 Supinated Bent Over Barbell Row10 Supinated Bent Over Barbell Row*2 Min Rest between sets.*30 Sec Banded Lat Stretch (each arm) during rest.**All tough sets but keep quality high. Last set should build to RPE 8-9/10***focus on flat torso and tension in the mid back.,105,105,Load,Bent Over Barbell Row,"[{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105}]",,RX,
02/26/2024,Omelets (45-54),2 sets:5-4-3-2-1Deadlifts (245/165)Wall Facing Strict Handstand Push Ups-rest 3 minutes b/t sets-Workout Description Video:https://www.youtube.com/watch?v=qu5ILBE5fXQ,295,04:55,,,"[{""secs"":55,""mins"":4}]",2x60Lb ,SCALED,
02/26/2024,Front Squat,4 Front Squat @75-80% 1RM Front Squat4 Front Squat @75-80% 1RM Front Squat4 Front Squat @75-80% 1RM Front Squat4 Front Squat @75-80% 1RM Front Squat*2 Sec pause in the bottom of the squat on the first rep ONLY!*Rest 2-3 min after each set.,175,175,Load,Front Squat,"[{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":165},{""success"":true,""load"":175}]",,RX,
02/26/2024,Pause Snatch,3 Pause Snatch @ 70-80%3 Pause Snatch @ 70-80%3 Pause Snatch @ 70-80%3 Pause Snatch @ 70-80%*Rest 2-3 min between each set@ 70-80% across**Pause in receive for 2 seconds.,105,105,Load,Pause Snatch,"[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105}]",,RX,
03/11/2024,Front Squat,5 Front Squat @75% 1RM Front Squat3 Front Squat1 Front Squat1 Front Squat @8/10 RPE*2 Sec pause in the bottom of the squat on the first rep ONLY!*Start at 75% and then build to 8/10 RPE on last set.*Rest 2-3 min after each set.,165,165,Load,Front Squat,"[{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":135},{""success"":true,""load"":165}]",,RX,
03/11/2024,Pause Snatch,3 Pause Snatch @ 70-80%3 Pause Snatch @ 70-80%3 Pause Snatch @ 70-80%2 Pause Snatch @ 70-80%2 Pause Snatch @70-80%*Rest 2-3 min between each set@ 70-80% across**Pause in receive for 2 seconds.,95,95,Load,Pause Snatch,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95}]",,RX,
03/22/2024,“I’m cuckoo for Cocoa Puffs” (45-54),For time:1-2-3-4-5-6-7Squat Cleans (185/125)Wall WalksWorkout Description Video:https://www.youtube.com/watch?v=KfbTPtzGkdg&list=PLvAVwtyBkTrQ8jSsSaRV9LUPP89jFw0NZ&index=12*Do what is written here not in video.,900,15:00,,,"[{""secs"":0,""mins"":15}]",TC6th round 155 lbs ,SCALED,
03/22/2024,Clean,Build to snappy set of 2 Clean in 10 minutes or less.*No more than 7-8/10 RPE.*Not touch and go. Good full squat.,165,165,Load,Squat Clean,"[{""success"":true,""load"":165}]",,RX,
03/22/2024,Front Squat,Build to a tough set of 3 Front Squat.*No more than 8/10 RPE.**Keep it clean and good front rack posture.***:30 Couch Stretch (each side) during rest.,175,175,Load,Front Squat,"[{""success"":true,""load"":175}]",,RX,
03/25/2024,Snatch Balance,10 Minutes (one set every minute)3 Snatch Balance @40-50% 1RM Snatch,95,95,Load,Snatch Balance,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95}]",,RX,
03/25/2024,High Block Snatch,3 High Block Snatch @65-75% 1RM Snatch3 High Block Snatch @65-75% 1RM Snatch3 High Block Snatch @65-75% 1RM Snatch3 High Block Snatch @65-75% 1RM Snatch*Rest 2-3 Min between sets.**Focus on vertical leg drive and speed under the bar.,105,105,Load,High Block Snatch,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":105}]",,RX,
03/25/2024,Schoolhouse Rock! (Open 45-54),3 Rounds27 Air Squats15 GHD Sit Ups12 Deficit Push Ups (4/2 inches) (OR Ring)-rest 3 minutes-3 Rounds27 Air Squats15 Toes to bar12 Ring DipsWorkout Description Video:https://www.youtube.com/watch?v=8hXU922Y_3o&list=PLvAVwtyBkTrTDGD6JJze34DLJvGKG9nmG&index=15,779,12:59,,,"[{""secs"":12,""mins"":6},{""secs"":47,""mins"":6}]",,RX,
03/26/2024,Tempo Romanian Deadlift,"8 Tempo Romanian Deadlift @60-65%8 Tempo Romanian Deadlift @60-65%8 Tempo Romanian Deadlift @60-65%8 Tempo Romanian Deadlift @60-65%*Rest 3 Min between sets.**Tempo is 3:0:X:1 AKA 3 sec down, 0 sec pause, Xplode up, 1 sec at top.***Build off feel. Keep a little in the tank.",145,145,Load,Tempo Romanian Deadlift,"[{""success"":true,""load"":95},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145}]",,RX,
03/26/2024,Goblet Curtsy Step Down,10 Goblet Curtsy Step Down @7-8/10 RPE10 Goblet Curtsy Step Down @7-8/10 RPE10 Goblet Curtsy Step Down @7-8/10 RPE*Rest 2 min between sets. **The box height goal is to have the top of your knee cap there as a minimum height before you add load. ROM is more important than heavier loads here.,24,24,Load,Curtsy Step Down,"[{""success"":true,""load"":24},{""success"":true,""load"":24},{""success"":true,""load"":24}]",,SCALED,
03/26/2024,Low Hang Power Clean,10 Minutes (one set every minute)3 Low Hang Power Clean @60% 1RM Clean*Touch and Go from below knee.**Focusing on efficiency and speed.,95,95,Load,Low Hang Power Clean,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95}]",,RX,
03/28/2024,Row Workout,600m at 2k Row PR Pace (or RPE7-8)-Rest 2 Min- 200m at RPE9-10-Rest 4 Min-500m at 2k Row PR Pace (or RPE7-8)-Rest 2 Min-200m at RPE9-10-Rest 4 Min-200m at at 2k Row PR Pace (or RPE7-8)-No Rest-200m at RPE9-10,770,12:50,,,"[{""secs"":50,""mins"":12}]",2K ,SCALED,
04/03/2024,Tall Jerk,"5 Tall Jerk @4-5/10 RPE5 Tall Jerk @4-5/10 RPE5 Tall Jerk @4-5/10 RPE*Rest as needed between sets.**Light, focus on foot work and speed.",95,95,Load,Tall Jerk,"[{""success"":true,""load"":65},{""success"":true,""load"":75},{""success"":true,""load"":95}]",,RX,
04/03/2024,Attack of the Clones (Open),3 setsIn a 3 minute window5 Sandbag Clean Over Box to Burpee Box Get Over (150/100) (48/40)100ft Dumbbell Farmer Carry (2x70/50)Max Distance Sled Push in the time remaining (280/235)-rest 2 minutes b/t sets--then-3 setsIn a 3 minute window5 Sandbag Clean Over Box to Burpee Box Get Over (150/100) to (48/40)100ft Sled Push (180/145)Max Distance Dumbbell Farmer Carry in the time remaining (2x70/50)-rest 2 minutes b/t sets-*Sled Push and Farmer Carry scored in feet.Workout Description Video:https://www.youtube.com/watch?v=H3RQLIimoc8&list=PLvAVwtyBkTrQ1lSH673QZe4dv6GtCRqz-&index=3,14604,1217,Feet,,"[{""feet"":360},{""feet"":354},{""feet"":354},{""feet"":49},{""feet"":50},{""feet"":50}]",,SCALED,
04/03/2024,Jerk Recovery,Build to a tough set of 5 Jerk Recovery @8/10 RPE*10 Bent Over Row @7-8/10 RPE after each set for ONLY 4 sets.**30 Sec Passive Hang after each set for ONLY 4 sets.,95,95,Load,Jerk Recovery,"[{""success"":true,""load"":95}]",,RX,
04/06/2024,Tempo Front Squat,"10 Tempo Front Squat @60-65%10 Tempo Front Squat @60-65%10 Tempo Front Squat @60-65%10 Tempo Front Squat @60-65%*12 Banded Clam Shell (each side) after each set.**Rest 3 Min between sets.***Tempo: 3:0:X:1 AKA 3 sec down, 0 sec pause, Xplode up, 1 sec at top.****Build off feel. Keep a little in the tank.",145,145,Load,Tempo Front Squat,"[{""success"":true,""load"":95},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":145}]",,RX,
04/06/2024,The Rise of Skywalker,Event 5For time:30 Power Snatch (135/95)50 Calorie Row,475,07:55,,,"[{""secs"":55,""mins"":7}]",20 snatches 115 lb45 cal Echo bike,SCALED,
04/06/2024,Dumbbell Death March,24 Dumbbell Death March @7-8/10 RPE24 Dumbbell Death March @7-8/10 RPE24 Dumbbell Death March @7-8/10 RPE*Rest 2-3 Min between sets .**Feel hamstrings and glutes working.,35,35,Load,Dumbbell Death March,"[{""success"":true,""load"":35},{""success"":true,""load"":35},{""success"":true,""load"":35}]",,RX,
04/06/2024,High Block Clean,4 High Block Clean @65-75% 1RM Clean4 High Block Clean @65-75% 1RM Clean4 High Block Clean @65-75% 1RM Clean4 High Block Clean @65-75% 1RM Clean*Rest 2-3 min between sets.**Focusing on speed under and staying connected to bar with upper body. Not letting bar crash down.***Block height should be set so you are cleaning from your high hip position (aka high hang).,95,95,Load,High Block Clean,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95}]",,RX,
04/10/2024,Tall Jerk,"5 Tall Jerk @4-5/10 RPE5 Tall Jerk @4-5/10 RPE5 Tall Jerk @4-5/10 RPE*Rest as needed between sets.**Light, focus on foot work and speed.",95,95,Load,Tall Jerk,"[{""success"":true,""load"":45},{""success"":true,""load"":75},{""success"":true,""load"":95}]",,RX,
04/10/2024,Italian Sub (Open 45-54),"AMRAP 20 Minutes2000m Ski-in remaining time-AMRAP “Odd Linda”:9-7-5-3-1DB Deadlift (2x80/60)DB Bench Press (2x60/40)DB Squat Clean (2x40/30)*After the 1s, go back to the 9s for descending reps again! Repeat until the 20 minutes is up. **Barbell Rx’d Sub Options:Deadlifts (205/145)Bench Press (135/95)Squat Clean (115/85)Workout Description Video:https://www.youtube.com/watch?v=rU_iHj7EeMY&list=PLvAVwtyBkTrTyy4HFp6nXcDYKQPsLeNf5&index=10",1.023,1+23,Rounds + Reps,,"[{""rnds"":1,""reps"":23}]",,RX,
04/10/2024,Overhead Accessory,3 Sets15 Dumbbell Shrugs (heavy) @8/10 RPE-Rest 30 Sec-15 JM Press  @8/10 RPE-Rest 90 Sec-,60,60,Load,,"[{""success"":true,""load"":60},{""success"":true,""load"":60},{""success"":true,""load"":60}]",,RX,
04/29/2024,Star Trek: The Motion Picture (45-54),"Murph Prep MondayAMRAP 7:00200m Run7 Strict Pull-Ups-Rest 3:00-AMRAP 7:00200m Run14 Push-Ups-Rest 3:00-AMRAP 7:00200m Run21 Air Squats*All with 20lb/14lb Vest. (optional- only if you can do 4 unbroken strict pull-ups, if not, go no vest)*Repeat from May 2, 2022 AND Monday May 8, 2023Workout Description Video:https://www.youtube.com/watch?v=AqcYN9gK-S4&list=PLvAVwtyBkTrRl-jPw7j1iNtINsAmmEG96&index=2",5,5,Rounds + Reps,,"[{""rnds"":5,""reps"":0},{""rnds"":4,""reps"":20},{""rnds"":3,""reps"":20}]",,RX,
05/03/2024,Power Snatch,Build to tough single Power Snatch.*Only go for 1RM if feeling great.  It feeling slow or not super strong just feel something heavy and move on.,125,125,Load,Power Snatch,"[{""success"":true,""load"":125}]",,RX,
05/03/2024,Snatch Grip Push Press,Build to a tough but strong set of 5 Snatch Grip Push Press*Good confident position overhead,75,75,Load,Snatch Grip Push Press,"[{""success"":true,""load"":75}]",,RX,
05/06/2024,Front Rack Step Up,4 Sets x 20 Front Rack Step Up @6/10 RPE,85,85,Load,Front Rack Step Up,"[{""success"":true,""load"":85},{""success"":true,""load"":85},{""success"":true,""load"":85},{""success"":true,""load"":85}]",,RX,
05/06/2024,Snatch Pull + High Hang Power Snatch + Overhead Squat,2 Snatch Pull + 2 High Hang Power Snatch + 2 Overhead Squat @ 5/10 RPE2 Snatch Pull + 2 High Hang Power Snatch + 2 Overhead Squat @ 6/10 RPE2 Snatch Pull + 2 High Hang Power Snatch + 2 Overhead Squat @ 6/10 RPE,85,85,Load,Snatch Pull + High Hang Power Snatch + Overhead Squat,"[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":85}]",,RX,
05/09/2024,Thursday Recovery,"60 Min (Zone 2 Pace)Buy In: 4,000m RunAMRAP through in remaining time:1000m Row30 Sec Wall Facing Handstand Hold2,000m Bike Erg30 Sec Supinated Passive Hang",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
05/13/2024,Hulk Smash (45-54),"5 sets (1 set every 6 minutes)200m Run-into-3 rounds5 Strict Pull Ups10 Push Ups15 Air Squats-into-200m Run*Same workout Rich did a few weeks ago (with less Sets. He did 8)**Wear a vest if you plan to during Murph, but only 3 sets if wearing a vest1 mile easy cool down runWorkout Description Video:https://www.youtube.com/watch?v=jD3RT-r2Juc&list=PLvAVwtyBkTrRl-jPw7j1iNtINsAmmEG96&index=15",1027,17:07,,,"[{""secs"":30,""mins"":5},{""secs"":42,""mins"":5},{""secs"":55,""mins"":5}]",250mts Ski Erg3 Rounds ,SCALED,
05/13/2024,Pause Snatch Push Press,Build to heavy set of 10 Pause Snatch Push Press w/1 Sec pause at lockout each rep.-then-2 Sets of 10 Pause Snatch Push Press @ 90% of heavy set of 10.,105,105,Load,Pause Snatch Push Press,"[{""success"":true,""load"":105},{""success"":true,""load"":105}]",,RX,
05/13/2024,Front Rack Rear Foot Elevated Split Squat,12 Front Rack Rear Foot Elevated Split Squat @7-8/10 RPE10 Front Rack Rear Foot Elevated Split Squat @7-8/10 RPE8 Front Rack Rear Foot Elevated Split Squat @7-8/10 RPE6 Front Rack Rear Foot Elevated Split Squat @7-8/10 RPE*Rest 2 Min after each set.**Increase load as reps decrease.**reps per leg,30,30,Load,Front Rack Rear Foot Elevated Split Squat,"[{""success"":true,""load"":0},{""success"":true,""load"":20},{""success"":true,""load"":25},{""success"":true,""load"":30}]",,SCALED,
05/17/2024,"""Thats my secret, Captain. Im always angry."" (45-54)",10 sets (1 set every 3:00)14/12 Calorie Echo Bike14 Jumping Split Lunges7 Front Squats (95/65)Workout Description Video:https://www.youtube.com/watch?v=bRcVmq2alPk&list=PLvAVwtyBkTrRl-jPw7j1iNtINsAmmEG96&index=13,1225,20:25,,,"[{""secs"":30,""mins"":1},{""secs"":40,""mins"":1},{""secs"":45,""mins"":1},{""secs"":50,""mins"":1},{""secs"":0,""mins"":2},{""secs"":5,""mins"":2},{""secs"":10,""mins"":2},{""secs"":25,""mins"":2},{""secs"":30,""mins"":2},{""secs"":30,""mins"":2}]",,RX,
05/20/2024,Snatch Grip Push Press,4 Sets x 10 Reps @ 10RM Snatch Grip Push Press from last week.*If you dont have a 10RM from last week build to a set of 10 at 7-8/10 RPE.,95,95,Load,Snatch Grip Push Press,"[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95}]",,RX,
05/22/2024,Tempo Single Leg Barbell Deadlift,"4 Sets x 20 Tempo Single Leg Barbell Deadlift (10 each leg) @7/10 RPE*Rest 2-3 Min after each set.**Tempo is: 30X1 = 3 seconds down, zero second pause at the bottom, X (explode) out of the bottom position back up to the top. Pause for 1 second at the top before starting the next rep.***Focus on feeling glute and hamstring.",45,45,Load,Tempo Single Leg Barbell Deadlift,"[{""success"":true,""load"":30},{""success"":true,""load"":35},{""success"":true,""load"":40},{""success"":true,""load"":45}]",DB,SCALED,
05/22/2024,Bene Gesserit (45-54),"AMRAP 7:0050/40 Calorie Assault BikeMax Calorie Row-rest 3:00-AMRAP 7:0050/40 Calorie RowMax Calorie Assault BikeSCORE 1 = Max Calorie Row (not including the ""buy in"")SCORE 2 = Max Calorie Bike (not including the ""buy in"")Workout Description Video:https://www.youtube.com/watch?v=8Iyv6eeDii8&list=PLvAVwtyBkTrRl-jPw7j1iNtINsAmmEG96&index=16",56,56,Calories,,"[{""calories"":33},{""calories"":23}]",,RX,
05/27/2024,Murph (45-54),"Partition the pull-ups, push-ups, and squats as needed. Start and finish with a mile run. If youve got a twenty pound vest or body armor, wear it.• 1 mile Run• 100 Pull-ups• 200 Push-ups• 300 Squats• 1 mile RunWorkout Description Video:https://www.youtube.com/watch?v=Vadr3YxM5Uk&list=PLvAVwtyBkTrRl-jPw7j1iNtINsAmmEG96&index=23",3527,58:47:00,,,"[{""secs"":47,""mins"":58}]",20 LB weighted vest,RX,PR
06/04/2024,Alps (45-54),12 Sets300m Row-rest 1 minute between sets-Sets 1-4 = sprint the final 100mSets 5-8 = sprint the middle 100mSets 9-12 = sprint the first 100m*Hold 7-8/10 RPE for the 200m you are not sprintingWorkout Description Video:https://www.youtube.com/watch?v=qH6uZgzllLI&list=PLvAVwtyBkTrRjPNlVBkrW4LUmDncs0H5l&index=5,1104,18:24,,,"[{""secs"":38,""mins"":1},{""secs"":34,""mins"":1},{""secs"":34,""mins"":1},{""secs"":30,""mins"":1},{""secs"":32,""mins"":1},{""secs"":37,""mins"":1},{""secs"":33,""mins"":1},{""secs"":33,""mins"":1},{""secs"":27,""mins"":1},{""secs"":28,""mins"":1},{""secs"":28,""mins"":1},{""secs"":30,""mins"":1}]",,RX,
06/11/2024,Single Arm Alternating Dumbbell Bench Press + Dumbbell Bench Press + Double Kettlebell Bent Over Row + Farmer Carry,3 Sets 10 Single Arm Alternating Dumbbell Bench Press (keep both arms overhead and then press one arm at a time) (5 each arm) + 10 Dumbbell Bench Press-Rest 1 Minute-5 Double Kettlebell Bent Over Row + 50ft Double Kettlebell Front Rack Carry + 5 Double Kettlebell Bent Over Row + 50ft Double Kettlebell Front Rack Carry + 5 Double Kettlebell Bent Over Row + 100ft Kettlebell Front Rack Carry (do not put the kettlebells down!)-Rest 2 Minutes-*Score is Dumbbell Bench Press weights. Kettlebell loads can go in notes.,45,45,Load,,"[{""success"":true,""load"":45},{""success"":true,""load"":45},{""success"":true,""load"":45}]",35 Lb,RX,
06/11/2024,Indiana Pacers (45-54),For Time200m Sandbag Carry (150/100)400m Dumbbell Farmer Carry (2x70/50)*every time you break on the Sandbag Carries complete 5 Cleans and every time you break on the Farmer Carry complete 15 Dumbbell Push UpsWorkout Description videohttps://www.youtube.com/watch?v=RhCk3ZL4W0o&list=PLvAVwtyBkTrRjPNlVBkrW4LUmDncs0H5l&index=10,1500,25:00:00,,,"[{""secs"":0,""mins"":25}]",KB 70 Lb gobletDB 70x2 LB ,SCALED,
06/14/2024,Fran,21-15-9 reps for time of:• Thruster 95/65#• Pull-ups,310,05:10,,,"[{""secs"":10,""mins"":5}]",,RX,PR
06/18/2024,Weighted Dip,"5 Weighted Dip @7-8/10 RPE4 Weighted Dip @7-8/10 RPE3 Weighted Dip @7-8/10 RPE2 Weighted Dip @7-8/10 RPE1 Weighted Dip @7-8/10 RPE*Rest 2-3 Min after each set.**Keep unbroken, use toe assistance on ground if needed.***Add weight if possible on lower reps.",25,25,Load,Weighted Dip,"[{""success"":true,""load"":25},{""success"":true,""load"":25},{""success"":true,""load"":25},{""success"":true,""load"":25},{""success"":true,""load"":25}]",,RX,
06/18/2024,Dumbbell Bench Press + Bent Over Row,4 Sets 10 Dumbbell Bench Press-Rest 1 Minute-10 Single Arm Kettlebell Bent Over Row (each arm)-Rest 2 Minutes-*Score is Dumbbell Bench Press weights. Kettlebell loads can go in notes.,55,55,Load,,"[{""success"":true,""load"":55},{""success"":true,""load"":55},{""success"":true,""load"":55},{""success"":true,""load"":55}]",,RX,
